timestamp,date,hour,temperature_c,humidity_pct,precip_mm,condition_ko,condition_icon,evaporation_index,app_note
2026-06-17 09:00,2026-06-17,9,26.4,78,0.0,구름 많음,partly-cloudy,0.92,
2026-06-17 10:00,2026-06-17,10,27.2,77,0.0,구름 많음,partly-cloudy,0.99,
2026-06-17 11:00,2026-06-17,11,28.0,76,0.0,구름 많음,partly-cloudy,1.07,
2026-06-17 12:00,2026-06-17,12,28.5,76,0.0,구름 많음,partly-cloudy,1.11,
2026-06-17 13:00,2026-06-17,13,28.9,76,0.0,구름 많음,partly-cloudy,1.14,
2026-06-17 14:00,2026-06-17,14,29.0,76,0.0,구름 많음,partly-cloudy,1.15,
2026-06-17 15:00,2026-06-17,15,28.9,76,0.0,구름 많음,partly-cloudy,1.14,
2026-06-17 16:00,2026-06-17,16,28.5,76,0.0,구름 많음,partly-cloudy,1.11,
2026-06-17 17:00,2026-06-17,17,28.0,76,0.0,구름 많음,partly-cloudy,1.07,
2026-06-17 18:00,2026-06-17,18,27.2,77,0.0,구름 많음,partly-cloudy,0.99,
2026-06-17 19:00,2026-06-17,19,26.4,78,0.0,구름 많음,partly-cloudy,0.92,
2026-06-17 20:00,2026-06-17,20,25.5,79,0.0,구름 많음,partly-cloudy,0.83,
2026-06-17 21:00,2026-06-17,21,24.6,79,0.0,구름 많음,partly-cloudy,0.76,
2026-06-17 22:00,2026-06-17,22,23.8,80,0.0,구름 많음,partly-cloudy,0.68,
2026-06-17 23:00,2026-06-17,23,23.0,81,0.0,구름 많음,partly-cloudy,0.61,
2026-06-18 00:00,2026-06-18,0,21.7,74,0.0,맑음,sun,0.59,
2026-06-18 01:00,2026-06-18,1,21.2,75,0.0,맑음,sun,0.54,
2026-06-18 02:00,2026-06-18,2,21.0,75,0.0,맑음,sun,0.52,
2026-06-18 03:00,2026-06-18,3,21.2,75,0.0,맑음,sun,0.54,
2026-06-18 04:00,2026-06-18,4,21.7,74,0.0,맑음,sun,0.59,
2026-06-18 05:00,2026-06-18,5,22.5,73,0.0,맑음,sun,0.66,
2026-06-18 06:00,2026-06-18,6,23.5,72,0.0,맑음,sun,0.76,
2026-06-18 07:00,2026-06-18,7,24.7,71,0.0,맑음,sun,0.86,
2026-06-18 08:00,2026-06-18,8,26.0,70,0.0,맑음,sun,0.98,
2026-06-18 09:00,2026-06-18,9,27.3,69,0.0,맑음,sun,1.1,
2026-06-18 10:00,2026-06-18,10,28.5,68,0.0,맑음,sun,1.2,
2026-06-18 11:00,2026-06-18,11,29.5,67,0.0,맑음,sun,1.3,
2026-06-18 12:00,2026-06-18,12,30.3,66,0.0,맑음,sun,1.37,
2026-06-18 13:00,2026-06-18,13,30.8,66,0.0,맑음,sun,1.41,
2026-06-18 14:00,2026-06-18,14,31.0,66,0.0,맑음,sun,1.43,
2026-06-18 15:00,2026-06-18,15,30.8,66,0.0,맑음,sun,1.41,
2026-06-18 16:00,2026-06-18,16,30.3,66,0.0,맑음,sun,1.37,
2026-06-18 17:00,2026-06-18,17,29.5,67,0.0,맑음,sun,1.3,
2026-06-18 18:00,2026-06-18,18,28.5,68,0.0,맑음,sun,1.2,
2026-06-18 19:00,2026-06-18,19,27.3,69,0.0,맑음,sun,1.1,
2026-06-18 20:00,2026-06-18,20,26.0,70,0.0,맑음,sun,0.98,
2026-06-18 21:00,2026-06-18,21,24.7,71,0.0,맑음,sun,0.86,
2026-06-18 22:00,2026-06-18,22,23.5,72,0.0,맑음,sun,0.76,
2026-06-18 23:00,2026-06-18,23,22.5,73,0.0,맑음,sun,0.66,
2026-06-19 00:00,2026-06-19,0,23.7,72,0.0,맑음,sun,0.77,
2026-06-19 01:00,2026-06-19,1,23.2,73,0.0,맑음,sun,0.72,
2026-06-19 02:00,2026-06-19,2,23.0,73,0.0,맑음,sun,0.7,
2026-06-19 03:00,2026-06-19,3,23.2,73,0.0,맑음,sun,0.72,
2026-06-19 04:00,2026-06-19,4,23.7,72,0.0,맑음,sun,0.77,
2026-06-19 05:00,2026-06-19,5,24.5,72,0.0,맑음,sun,0.84,
2026-06-19 06:00,2026-06-19,6,25.5,71,0.0,맑음,sun,0.93,
2026-06-19 07:00,2026-06-19,7,26.7,70,0.0,맑음,sun,1.04,
2026-06-19 08:00,2026-06-19,8,28.0,68,0.0,맑음,sun,1.16,
2026-06-19 09:00,2026-06-19,9,29.3,67,0.0,맑음,sun,1.28,
2026-06-19 10:00,2026-06-19,10,30.5,66,0.0,맑음,sun,1.39,
2026-06-19 11:00,2026-06-19,11,31.5,65,0.0,맑음,sun,1.48,
2026-06-19 12:00,2026-06-19,12,32.3,65,0.0,맑음,sun,1.54,
2026-06-19 13:00,2026-06-19,13,32.8,64,0.0,맑음,sun,1.6,
2026-06-19 14:00,2026-06-19,14,33.0,64,0.0,흐림/비 가능,cloud-rain,1.61,
2026-06-19 15:00,2026-06-19,15,32.8,64,0.0,흐림/비 가능,cloud-rain,1.6,
2026-06-19 16:00,2026-06-19,16,30.8,92,1.0,비,rain,0.8,폭우 시작: 수위 급상승
2026-06-19 17:00,2026-06-19,17,29.5,92,2.0,비,rain,0.7,
2026-06-19 18:00,2026-06-19,18,28.0,92,3.0,비,rain,0.58,
2026-06-19 19:00,2026-06-19,19,26.8,92,3.0,비,rain,0.48,
2026-06-19 20:00,2026-06-19,20,25.5,92,3.0,비,rain,0.38,
2026-06-19 21:00,2026-06-19,21,24.7,92,2.0,비,rain,0.31,
2026-06-19 22:00,2026-06-19,22,23.5,92,2.0,비,rain,0.22,
2026-06-19 23:00,2026-06-19,23,22.5,92,2.0,비,rain,0.14,
2026-06-20 00:00,2026-06-20,0,19.8,92,3.0,비,rain,0.0,
2026-06-20 01:00,2026-06-20,1,19.1,92,4.0,비,rain,0.0,
2026-06-20 02:00,2026-06-20,2,18.5,92,5.0,비,rain,0.0,
2026-06-20 03:00,2026-06-20,3,18.6,92,5.0,비,rain,0.0,
2026-06-20 04:00,2026-06-20,4,19.3,92,4.0,비,rain,0.0,
2026-06-20 05:00,2026-06-20,5,20.1,92,3.0,비,rain,0.0,
2026-06-20 06:00,2026-06-20,6,21.0,92,2.0,비,rain,0.02,
2026-06-20 07:00,2026-06-20,7,21.5,92,2.0,비,rain,0.06,
2026-06-20 08:00,2026-06-20,8,22.0,92,2.0,비,rain,0.1,
2026-06-20 09:00,2026-06-20,9,22.5,92,2.0,비,rain,0.14,
2026-06-20 10:00,2026-06-20,10,22.5,92,3.0,비,rain,0.14,
2026-06-20 11:00,2026-06-20,11,22.9,92,3.0,비,rain,0.17,
2026-06-20 12:00,2026-06-20,12,22.7,92,4.0,비,rain,0.15,
2026-06-20 13:00,2026-06-20,13,22.9,92,4.0,비,rain,0.17,
2026-06-20 14:00,2026-06-20,14,23.5,92,3.0,비,rain,0.22,
2026-06-20 15:00,2026-06-20,15,23.9,92,2.0,비,rain,0.25,
2026-06-20 16:00,2026-06-20,16,23.7,92,2.0,비,rain,0.23,
2026-06-20 17:00,2026-06-20,17,23.9,92,1.0,비,rain,0.25,
2026-06-20 18:00,2026-06-20,18,23.5,92,1.0,비,rain,0.22,
2026-06-20 19:00,2026-06-20,19,23.0,92,1.0,비,rain,0.18,
2026-06-20 20:00,2026-06-20,20,22.5,92,1.0,비,rain,0.14,
2026-06-20 21:00,2026-06-20,21,23.5,72,0.0,흐림/비 가능,cloud-rain,0.76,
2026-06-20 22:00,2026-06-20,22,23.0,73,0.0,흐림/비 가능,cloud-rain,0.7,
2026-06-20 23:00,2026-06-20,23,22.6,73,0.0,흐림/비 가능,cloud-rain,0.67,
2026-06-21 00:00,2026-06-21,0,20.8,92,1.0,비,rain,0.0,
2026-06-21 01:00,2026-06-21,1,20.6,92,1.0,비,rain,0.0,
2026-06-21 02:00,2026-06-21,2,20.5,92,1.0,비,rain,0.0,
2026-06-21 03:00,2026-06-21,3,20.6,92,1.0,비,rain,0.0,
2026-06-21 04:00,2026-06-21,4,22.3,82,0.0,구름 많음,partly-cloudy,0.54,
2026-06-21 05:00,2026-06-21,5,22.7,81,0.0,구름 많음,partly-cloudy,0.58,
2026-06-21 06:00,2026-06-21,6,23.2,81,0.0,구름 많음,partly-cloudy,0.62,
2026-06-21 07:00,2026-06-21,7,22.4,92,1.0,비,rain,0.13,
2026-06-21 08:00,2026-06-21,8,23.0,92,1.0,비,rain,0.18,
2026-06-21 09:00,2026-06-21,9,25.1,79,0.0,구름 많음,partly-cloudy,0.8,
2026-06-21 10:00,2026-06-21,10,25.8,78,0.0,구름 많음,partly-cloudy,0.87,
2026-06-21 11:00,2026-06-21,11,26.3,78,0.0,구름 많음,partly-cloudy,0.91,
2026-06-21 12:00,2026-06-21,12,26.7,78,0.0,구름 많음,partly-cloudy,0.94,
2026-06-21 13:00,2026-06-21,13,25.4,92,1.0,비,rain,0.37,
2026-06-21 14:00,2026-06-21,14,27.0,77,0.0,구름 많음,partly-cloudy,0.98,
2026-06-21 15:00,2026-06-21,15,26.9,77,0.0,구름 많음,partly-cloudy,0.97,
2026-06-21 16:00,2026-06-21,16,26.7,78,0.0,구름 많음,partly-cloudy,0.94,
2026-06-21 17:00,2026-06-21,17,26.3,78,0.0,구름 많음,partly-cloudy,0.91,
2026-06-21 18:00,2026-06-21,18,24.2,92,1.0,비,rain,0.27,
2026-06-21 19:00,2026-06-21,19,25.1,79,0.0,구름 많음,partly-cloudy,0.8,
2026-06-21 20:00,2026-06-21,20,24.5,80,0.0,구름 많음,partly-cloudy,0.74,
2026-06-21 21:00,2026-06-21,21,23.9,80,0.0,구름 많음,partly-cloudy,0.69,
2026-06-21 22:00,2026-06-21,22,23.2,81,0.0,구름 많음,partly-cloudy,0.62,
2026-06-21 23:00,2026-06-21,23,22.7,81,0.0,구름 많음,partly-cloudy,0.58,
2026-06-22 00:00,2026-06-22,0,20.4,92,0.5,비,rain,0.0,
2026-06-22 01:00,2026-06-22,1,19.8,92,0.7,비,rain,0.0,
2026-06-22 02:00,2026-06-22,2,21.0,75,0.0,맑음,sun,0.52,
2026-06-22 03:00,2026-06-22,3,19.8,92,0.8,비,rain,0.0,
2026-06-22 04:00,2026-06-22,4,21.6,74,0.0,맑음,sun,0.58,
2026-06-22 05:00,2026-06-22,5,20.8,92,1.0,비,rain,0.0,
2026-06-22 06:00,2026-06-22,6,23.2,73,0.0,맑음,sun,0.72,강우 종료: 온도 상승 시작
2026-06-22 07:00,2026-06-22,7,24.3,72,0.0,맑음,sun,0.82,
2026-06-22 08:00,2026-06-22,8,25.5,71,0.0,맑음,sun,0.93,
2026-06-22 09:00,2026-06-22,9,26.7,70,0.0,맑음,sun,1.04,
2026-06-22 10:00,2026-06-22,10,27.8,69,0.0,맑음,sun,1.14,고온·일사: 증발 강함
2026-06-22 11:00,2026-06-22,11,28.7,68,0.0,맑음,sun,1.22,고온·일사: 증발 강함
2026-06-22 12:00,2026-06-22,12,29.4,67,0.0,맑음,sun,1.29,고온·일사: 증발 강함
2026-06-22 13:00,2026-06-22,13,29.8,67,0.0,맑음,sun,1.32,고온·일사: 증발 강함
2026-06-22 14:00,2026-06-22,14,30.0,67,0.0,맑음,sun,1.34,고온·일사: 증발 강함
2026-06-22 15:00,2026-06-22,15,29.8,67,0.0,맑음,sun,1.32,고온·일사: 증발 강함
2026-06-22 16:00,2026-06-22,16,29.4,67,0.0,맑음,sun,1.29,고온·일사: 증발 강함
2026-06-22 17:00,2026-06-22,17,28.7,68,0.0,맑음,sun,1.22,고온·일사: 증발 강함
2026-06-22 18:00,2026-06-22,18,27.8,69,0.0,맑음,sun,1.14,고온·일사: 증발 강함
2026-06-22 19:00,2026-06-22,19,26.7,70,0.0,맑음,sun,1.04,
2026-06-22 20:00,2026-06-22,20,25.5,71,0.0,맑음,sun,0.93,
2026-06-22 21:00,2026-06-22,21,24.3,72,0.0,맑음,sun,0.82,
2026-06-22 22:00,2026-06-22,22,23.2,73,0.0,맑음,sun,0.72,
2026-06-22 23:00,2026-06-22,23,22.3,74,0.0,맑음,sun,0.64,
2026-06-23 00:00,2026-06-23,0,22.6,73,0.0,맑음,sun,0.67,
2026-06-23 01:00,2026-06-23,1,22.2,74,0.0,맑음,sun,0.63,
2026-06-23 02:00,2026-06-23,2,22.0,74,0.0,맑음,sun,0.61,
2026-06-23 03:00,2026-06-23,3,22.2,74,0.0,맑음,sun,0.63,
2026-06-23 04:00,2026-06-23,4,22.6,73,0.0,맑음,sun,0.67,
2026-06-23 05:00,2026-06-23,5,23.3,73,0.0,맑음,sun,0.73,
2026-06-23 06:00,2026-06-23,6,24.2,72,0.0,맑음,sun,0.81,
2026-06-23 07:00,2026-06-23,7,25.3,71,0.0,맑음,sun,0.91,
2026-06-23 08:00,2026-06-23,8,26.5,70,0.0,맑음,sun,1.02,
2026-06-23 09:00,2026-06-23,9,27.7,69,0.0,맑음,sun,1.13,
2026-06-23 10:00,2026-06-23,10,28.8,68,0.0,맑음,sun,1.23,고온·일사: 증발 강함
2026-06-23 11:00,2026-06-23,11,29.7,67,0.0,맑음,sun,1.31,고온·일사: 증발 강함
2026-06-23 12:00,2026-06-23,12,30.4,66,0.0,맑음,sun,1.38,고온·일사: 증발 강함
2026-06-23 13:00,2026-06-23,13,30.8,66,0.0,맑음,sun,1.41,고온·일사: 증발 강함
2026-06-23 14:00,2026-06-23,14,31.0,66,0.0,맑음,sun,1.43,고온·일사: 증발 강함
2026-06-23 15:00,2026-06-23,15,30.8,66,0.0,맑음,sun,1.41,고온·일사: 증발 강함
2026-06-23 16:00,2026-06-23,16,30.4,66,0.0,맑음,sun,1.38,고온·일사: 증발 강함
2026-06-23 17:00,2026-06-23,17,29.7,67,0.0,맑음,sun,1.31,고온·일사: 증발 강함
2026-06-23 18:00,2026-06-23,18,28.8,68,0.0,맑음,sun,1.23,고온·일사: 증발 강함
2026-06-23 19:00,2026-06-23,19,27.7,69,0.0,맑음,sun,1.13,
2026-06-23 20:00,2026-06-23,20,26.5,70,0.0,맑음,sun,1.02,
2026-06-23 21:00,2026-06-23,21,25.3,71,0.0,맑음,sun,0.91,
2026-06-23 22:00,2026-06-23,22,24.2,72,0.0,맑음,sun,0.81,
2026-06-23 23:00,2026-06-23,23,23.3,73,0.0,맑음,sun,0.73,
2026-06-24 00:00,2026-06-24,0,22.5,73,0.0,맑음,sun,0.66,
2026-06-24 01:00,2026-06-24,1,22.1,74,0.0,맑음,sun,0.62,
2026-06-24 02:00,2026-06-24,2,22.0,74,0.0,맑음,sun,0.61,
2026-06-24 03:00,2026-06-24,3,22.1,74,0.0,맑음,sun,0.62,
2026-06-24 04:00,2026-06-24,4,22.5,73,0.0,맑음,sun,0.66,
2026-06-24 05:00,2026-06-24,5,23.2,73,0.0,맑음,sun,0.72,
2026-06-24 06:00,2026-06-24,6,24.0,72,0.0,맑음,sun,0.8,
2026-06-24 07:00,2026-06-24,7,25.0,71,0.0,맑음,sun,0.89,
2026-06-24 08:00,2026-06-24,8,26.0,70,0.0,맑음,sun,0.98,
2026-06-24 09:00,2026-06-24,9,27.0,69,0.0,맑음,sun,1.07,
2026-06-24 10:00,2026-06-24,10,28.0,68,0.0,맑음,sun,1.16,
2026-06-24 11:00,2026-06-24,11,28.8,68,0.0,맑음,sun,1.23,
2026-06-24 12:00,2026-06-24,12,29.5,67,0.0,맑음,sun,1.3,
2026-06-24 13:00,2026-06-24,13,29.9,67,0.0,맑음,sun,1.33,
2026-06-24 14:00,2026-06-24,14,30.0,67,0.0,맑음,sun,1.34,
2026-06-24 15:00,2026-06-24,15,29.9,67,0.0,맑음,sun,1.33,
2026-06-24 16:00,2026-06-24,16,29.5,67,0.0,맑음,sun,1.3,
2026-06-24 17:00,2026-06-24,17,28.8,68,0.0,맑음,sun,1.23,
2026-06-24 18:00,2026-06-24,18,28.0,68,0.0,맑음,sun,1.16,
2026-06-24 19:00,2026-06-24,19,27.0,69,0.0,맑음,sun,1.07,
2026-06-24 20:00,2026-06-24,20,26.0,70,0.0,맑음,sun,0.98,
2026-06-24 21:00,2026-06-24,21,25.0,71,0.0,맑음,sun,0.89,
2026-06-24 22:00,2026-06-24,22,24.0,72,0.0,맑음,sun,0.8,
2026-06-24 23:00,2026-06-24,23,23.2,73,0.0,맑음,sun,0.72,
2026-06-25 00:00,2026-06-25,0,22.4,81,0.0,구름 많음,partly-cloudy,0.56,
2026-06-25 01:00,2026-06-25,1,22.1,82,0.0,구름 많음,partly-cloudy,0.52,
2026-06-25 02:00,2026-06-25,2,22.0,82,0.0,구름 많음,partly-cloudy,0.52,
2026-06-25 03:00,2026-06-25,3,22.1,82,0.0,구름 많음,partly-cloudy,0.52,
2026-06-25 04:00,2026-06-25,4,22.4,81,0.0,구름 많음,partly-cloudy,0.56,
2026-06-25 05:00,2026-06-25,5,22.9,81,0.0,구름 많음,partly-cloudy,0.6,
2026-06-25 06:00,2026-06-25,6,23.5,80,0.0,구름 많음,partly-cloudy,0.66,
2026-06-25 07:00,2026-06-25,7,24.2,80,0.0,구름 많음,partly-cloudy,0.72,
2026-06-25 08:00,2026-06-25,8,25.0,79,0.0,구름 많음,partly-cloudy,0.79,
2026-06-25 09:00,2026-06-25,9,25.8,78,0.0,구름 많음,partly-cloudy,0.87,
2026-06-25 10:00,2026-06-25,10,26.5,78,0.0,구름 많음,partly-cloudy,0.92,
2026-06-25 11:00,2026-06-25,11,27.1,77,0.0,구름 많음,partly-cloudy,0.98,
2026-06-25 12:00,2026-06-25,12,27.6,77,0.0,구름 많음,partly-cloudy,1.02,
2026-06-25 13:00,2026-06-25,13,27.9,76,0.0,구름 많음,partly-cloudy,1.06,
